FSC_A,SSC_A,Marker_CD3,Marker_CD19,Marker_CD56,Viability,CellType
94.11118823909588,46.074857035113666,3.6234223704136905,2.4220904739587206,2.0650920912085025,0.9225746977959042,T-cell
96.56849443597311,48.213854504789836,6.245437071343483,3.961131482246918,2.769108096984405,0.8077841061573148,T-cell
90.72367407479865,50.42427609671693,6.849755158205485,2.0263942673311677,4.155400317121903,0.8254515236569453,NK-cell
100.80421241007534,58.779667669260434,5.400890245905807,2.028524979770202,1.506351855284028,0.8999914920375219,T-cell
117.3788405296502,78.11756593824882,5.986288109567718,2.54616420005981,3.4483662199670437,0.9492677846965782,T-cell
116.05922671929217,73.09757477223575,4.930610524687515,3.0871996009187774,3.4257409278761233,0.8928201728383647,T-cell
72.2017642569478,72.3219345954626,4.485072646328927,2.684980706660481,4.57538065345773,0.8034586048829566,NK-cell
95.85781349118494,49.615056081732405,6.731710816656663,0.8066358728498698,1.7336356642222108,0.8368539997333644,B-cell
131.6811359289108,57.42159902390092,5.964995017377353,2.438039302597648,4.287704845625306,0.9177533399240436,B-cell
111.4258708604745,68.80801549636463,6.088442319282259,3.6431580871450047,2.552423405480878,0.9388434119375982,B-cell
84.49383956414626,56.20352020456222,7.302538177593536,2.4734646280556793,2.6423924320705163,0.8066856625423809,B-cell
152.40478126876673,61.102869835784624,4.234189198817712,1.4072388520369503,2.022396490432165,0.8086663506921001,NK-cell
109.47904881833423,71.1790216954193,4.837568478208693,2.2690977746511685,2.1297183700264597,0.8522620230912726,NK-cell
116.91801126764135,60.11718246318177,5.689520018601635,1.33158764919536,3.322817877963138,0.816700339077313,T-cell
117.19144560881242,68.16483424742836,4.82282411468651,2.839682213561316,2.1101344681749157,0.9083892464386729,NK-cell
103.38328160911665,87.29819838427396,6.43976384232694,1.5264704471832449,3.592227466922332,0.8247403963913361,B-cell
96.90367372721491,62.593976814182035,5.275120934915219,2.144546180815214,2.469627162424197,0.9296438669802846,T-cell
148.19014973118692,81.51072933606889,4.308960631003372,1.5853319988048915,2.0295729553210817,0.9554450638615174,T-cell
128.0577056531195,72.83118094230302,5.578926010225194,1.7721311654712055,2.5777526829120845,0.9941033327504213,B-cell
124.79486961995617,44.458612091185266,5.704406524968146,2.991690387516297,3.2693657534050447,0.9896813923275428,T-cell
120.3732054509278,49.570081590310664,6.6216184754755965,2.1620742989362185,2.7781173904551846,0.8546730300470556,B-cell
91.94028697348968,53.32965763702145,5.971769083776909,1.7644785157645682,3.027368094666239,0.8058819205246346,T-cell
132.99554345132492,53.032311162941035,6.053375669631802,1.4128632174679665,3.5569659694688673,0.8658824432223536,B-cell
94.82361215578851,63.7359435545046,5.88435002080867,0.9769791081603383,3.865937161293559,0.9416960237425307,T-cell
115.09916236671162,73.60501667314551,5.274132974449683,1.349231619886388,2.7519237531284553,0.8119602418545079,NK-cell
80.49098170163776,82.57221783386612,4.640537061866483,2.167175544866627,2.164622387539073,0.8719425315342858,T-cell
73.26454068834465,69.31445124215115,5.846606021991251,2.688140261233598,3.060875583138013,0.8596069095093815,T-cell
115.72924164775607,58.760486215255064,5.1002502809396315,1.7637891045466794,3.3765196688832573,0.8438691271637954,T-cell
95.43621319049166,35.84862258918176,7.527787144529219,3.0423261604314087,1.8314197552224396,0.9412261509460631,B-cell
74.19498371664908,65.98825405584273,7.110618753727862,1.6694997466630639,2.287513362393932,0.9318194010048748,B-cell
119.73097105304736,65.36078271172988,6.25940695882193,1.9571929662720726,2.424650483229647,0.9070988188068687,B-cell
148.16145387891422,67.5610025495454,5.954160327151583,1.452253967797649,2.833742249023699,0.9821549279363195,T-cell
135.0120846544411,94.48736416784666,5.394449138822587,2.694457040740714,2.391172877098571,0.8206277705460545,NK-cell
105.3682780652179,82.368351646703,3.986651522383438,3.358506368426741,3.5656325800775197,0.8299378448956262,B-cell
110.15921552054502,75.9908528554998,5.240593332013641,1.0429098234382814,1.715893438833266,0.8766899358438827,T-cell
125.97871262211044,51.530920178997604,5.621680040086308,1.8923027588191812,1.7362250422444603,0.9311764103725801,B-cell
130.19830435702832,57.81807351124559,5.775347769333595,2.858867908230021,2.73288895079083,0.9168158584490824,B-cell
103.81635706113742,63.67217550300097,6.063443640418991,1.2318326871446394,2.8594777566881144,0.8148085374935864,B-cell
110.61519888304234,54.14430026385505,6.605596237453222,2.4400103441826517,1.836284901713517,0.9916849607492935,T-cell
115.41106652176165,72.00650334979166,4.66941511396856,2.8328833201245422,2.514600925881948,0.8610129632922783,T-cell
119.96977376501897,69.99672388901986,4.680309271349186,2.1469372886141023,2.6791649460647284,0.8717945227566188,B-cell
107.6046240437972,49.763690897234305,7.24102801569179,2.4301578425640797,2.6853616423822837,0.9247259598086848,T-cell
107.8384655887626,81.75543392734573,6.425177907031778,3.1565414316765645,3.121505186631433,0.989033103491947,T-cell
134.836981935579,66.43234467332404,5.0310748694400145,3.269055932460688,2.4707368924611504,0.9325376478206544,NK-cell
131.77137264397194,40.79300394560848,5.371346597257316,2.06281967217931,4.182269040006619,0.9909546659095408,B-cell
118.59339032184958,64.28119998317042,5.376743263990122,1.7805732904204603,3.3905637117868577,0.8375182237640958,T-cell
140.94396326041272,68.93689038292067,5.5378889467376595,1.5480119333557822,2.3543091834869423,0.923761985794587,T-cell
103.0439762799245,78.61909306010037,6.067219710686336,2.6861784902572277,3.0756091946940582,0.965775778375257,B-cell
139.21352207532885,60.27533035622737,8.541991295319797,1.2769346653254192,3.099212254884484,0.9018048936509695,T-cell
119.7652779836399,76.5911357442609,5.7277078733951825,1.9484555772052787,3.971777179598225,0.8724347351658681,T-cell
168.87847019986262,67.61998781478302,6.295117780510301,2.1616138625726795,2.519694056866919,0.9969517060063754,T-cell
88.5353253179154,46.58923547347389,3.4762279525718287,1.7981984923687473,3.6138709581764585,0.8281974680793321,B-cell
97.59178546008785,45.18766517124481,4.918120008665398,2.2678921590114745,3.033483580625982,0.8821859055057314,B-cell
117.53836090760986,80.71583818209088,6.974578003259926,3.638707990975655,4.193253213159013,0.974674750512132,T-cell
117.15021295362186,81.74377849734476,5.982778469627939,2.0270408457920746,4.032713162111526,0.9800961493011842,T-cell
145.10250171515034,69.52072922566612,0.2330624981621961,1.8387566235435664,3.1575834436740804,0.9960764203119549,B-cell
97.96925570060839,85.9398940965204,6.308827842779436,2.7091990946291116,2.7901739031871515,0.9769695184528763,B-cell
126.28853333648992,79.7925378865825,7.801797273554523,2.243750186487313,3.4052847277435645,0.8101914050774826,B-cell
130.92433408427593,74.57080221271609,3.104910896656248,2.963601462726826,2.8556399782982673,0.9859532999254976,T-cell
122.68366097997165,52.24163915772859,7.323265210774615,2.198812571891831,4.344245684782668,0.8856334382813571,B-cell
