FSC_A,SSC_A,Marker_CD3,Marker_CD19,Marker_CD56,Viability,CellType
115.48490743557977,72.21574564061135,3.9129506400499854,2.0761762305918134,2.643144497232933,0.9928027404719594,B-cell
91.28028608767109,56.914455577020895,4.916567043161144,2.3654727629818266,3.7841526973374577,0.9631527223190828,T-cell
123.50812152451623,82.84226103717735,6.004272051369503,1.9173439422859997,3.2249385325147837,0.9447118708183607,T-cell
126.93016489504186,56.21377448988312,5.377123952066684,1.854210642979199,2.4419542347229535,0.9738183741037058,B-cell
74.88136660423095,56.0873860365687,4.719323655513289,2.1554124229526748,2.3072480929341714,0.98136145072111,NK-cell
86.56076887647828,72.57584255126343,4.690945045930589,0.9474504444628912,1.682002960762049,0.8674979412768877,T-cell
112.30112725701113,75.68097075271712,4.64519552270475,2.386221076335875,3.232586542293458,0.9221917356833398,B-cell
104.30763333781552,71.27339109510685,4.444588445609269,2.099662141726225,2.7163299621989134,0.9217615618411189,T-cell
109.6975791649228,41.401637556612684,8.237959452731275,2.123816115958537,1.1022435775491886,0.8534599337621194,T-cell
94.64520930367556,72.53248215899552,5.857013285422666,2.6764405845566785,2.57142810178448,0.8443904502894135,B-cell
125.82916354753091,50.519687276558415,6.564110865285686,0.9283106819710513,2.2791727765960386,0.8227814509638045,T-cell
124.00025483772107,68.2938655622357,4.913107038257292,0.9156996780846219,4.260542073736528,0.9318628391832906,T-cell
111.18855255610188,45.06771790441316,5.276851987376741,2.2642823071941116,1.6377771104853522,0.956183798206156,B-cell
130.29034172542458,71.24851006560289,4.643735222355574,2.0957298869228906,1.846919360212757,0.9521905959034007,T-cell
118.41516816053682,53.70761533969679,2.317949998096958,2.2021061659151595,3.88797571448456,0.8632550754369949,T-cell
94.53273566810171,47.0431148963527,3.8463888677825606,1.8227237548965327,4.08541052597117,0.8410519700930404,T-cell
116.63751411348498,74.99348191075359,3.3272575840235263,2.4986122045439587,2.404013649019487,0.8907228356909244,NK-cell
92.74011318507802,68.38302330347452,2.8002594664580713,2.6595833057946723,2.494331341752871,0.9093626920481022,B-cell
125.81210542353091,56.404324780499444,4.065569230842277,2.390389376370916,3.4929883172426504,0.9838174255937111,T-cell
109.10133360224745,85.3165038862949,7.089946815257957,1.9435029249572502,1.1383201624437518,0.9749646308548108,T-cell
106.6724774561853,58.830866098023606,5.446676598754775,0.8353863674313584,1.511045052395555,0.9832116662603655,B-cell
97.74326820072906,65.44950743559309,7.0486765147854085,2.561541724822277,2.7754132793194306,0.9700524770271959,T-cell
132.00574409613253,68.7647882675004,5.99317909228105,2.8330371997305557,4.239912452903301,0.9929162408872623,B-cell
107.21846932276156,56.32467692219941,6.439070590858191,2.486735047190388,2.651415929466608,0.8930999994338115,B-cell
